,issue_id,rating_type,rating_date,rating,rating_status,reason,rating_status_date,investment_grade,issuer_id,prospectus_issuer_name,issuer_cusip,issue_cusip,issue_name,maturity,offering_date,complete_cusip
0,1.0,DPR,1989-10-24,NR,,,,,3.0,AAR CORP,000361,AA3,NT,2001-11-01,1989-10-24,000361AA3
